timeFrame,upper_belt
180.0,-0.12815
180.04,-0.12358
180.08,-0.11565
180.12,-0.10307
180.16,-0.09066
180.2,-0.07175
180.24,-0.04407
180.28,-0.01251
180.32,0.02432
180.36,0.06139
180.4,0.09557
180.44,0.11509
180.48,0.12526
180.52,0.1342
180.56,0.14553
180.6,0.17549
180.64,0.20144
180.68,0.20963
180.72,0.21739
180.76,0.22323
180.8,0.2277
180.84,0.22506
180.88,0.21038
180.92,0.19703
180.96,0.18457
181.0,0.1639
181.04,0.13748
181.08,0.11421
181.12,0.09797
181.16,0.08745
181.2,0.07887
181.24,0.07372
181.28,0.07602
181.32,0.08228
181.36,0.09313
181.4,0.10246
181.44,0.11025
181.48,0.11821
181.52,0.12434
181.56,0.13477
181.6,0.14522
181.64,0.15201
181.68,0.15288
181.72,0.15961
181.76,0.16513
181.8,0.15609
181.84,0.14842
181.88,0.14828
181.92,0.14583
181.96,0.13316
182.0,0.13459
182.04,0.13907
182.08,0.13585
182.12,0.14037
182.16,0.13408
182.2,0.12671
182.24,0.12133
182.28,0.1137
182.32,0.11197
182.36,0.11377
182.4,0.11335
182.44,0.10276
182.48,0.08998
182.52,0.07721
182.56,0.07463
182.6,0.07817
182.64,0.07049
182.68,0.05762
182.72,0.033
182.76,0.00333
182.8,-0.01771
182.84,-0.02308
182.88,-0.00314
182.92,0.03091
182.96,0.06895
183.0,0.10606
183.04,0.13828
183.08,0.16174
183.12,0.17817
183.16,0.19127
183.2,0.19261
183.24,0.18685
183.28,0.18017
183.32,0.17227
183.36,0.16421
183.4,0.15352
183.44,0.14736
183.48,0.14402
183.52,0.13857
183.56,0.1385
183.6,0.14105
183.64,0.14484
183.68,0.14901
183.72,0.1492
183.76,0.14619
183.8,0.14112
183.84,0.13895
183.88,0.13884
183.92,0.13922
183.96,0.14272
184.0,0.14524
184.04,0.1431
184.08,0.13893
184.12,0.13501
184.16,0.13344
184.2,0.13133
184.24,0.1264
184.28,0.1203
184.32,0.11509
184.36,0.11013
184.4,0.09905
184.44,0.09155
184.48,0.08182
184.52,0.06856
184.56,0.05943
184.6,0.05472
184.64,0.0561
184.68,0.03293
184.72,0.00974
184.76,0.00497
184.8,-0.00399
184.84,-0.00971
184.88,-0.01927
