timeFrame,upper_belt
60.0,0.05611
60.04,0.06254
60.08,0.0701
60.12,0.06922
60.16,0.06445
60.2,0.05464
60.24,0.04401
60.28,0.04109
60.32,0.03482
60.36,0.033
60.4,0.03523
60.44,0.03167
60.48,0.02785
60.52,0.00859
60.56,-0.00884
60.6,-0.02315
60.64,-0.04644
60.68,-0.05873
60.72,-0.07008
60.76,-0.08294
60.8,-0.09278
60.84,-0.09971
60.88,-0.10567
60.92,-0.11058
60.96,-0.11335
61.0,-0.1128
61.04,-0.10307
61.08,-0.09811
61.12,-0.08994
61.16,-0.0766
61.2,-0.05968
61.24,-0.03884
61.28,-0.03259
61.32,-0.0292
61.36,-0.02716
61.4,-0.02677
61.44,-0.02693
61.48,-0.03315
61.52,-0.0386
61.56,-0.04694
61.6,-0.05181
61.64,-0.05112
61.68,-0.04981
61.72,-0.04815
61.76,-0.04176
61.8,-0.03361
61.84,-0.02387
61.88,-0.00503
61.92,0.00021
61.96,-0.00554
62.0,-0.00449
62.04,-0.00457
62.08,-0.00367
62.12,0.00219
62.16,0.00605
62.2,0.01082
62.24,0.02052
62.28,0.02025
62.32,0.0144
62.36,0.00969
62.4,0.00546
62.44,0.0033
62.48,-0.00811
62.52,-0.02283
62.56,-0.03461
62.6,-0.04413
62.64,-0.04643
62.68,-0.04549
62.72,-0.04657
62.76,-0.04574
62.8,-0.04333
62.84,-0.04446
62.88,-0.0468
62.92,-0.04752
62.96,-0.04618
63.0,-0.04634
63.04,-0.04453
63.08,-0.03959
63.12,-0.03535
63.16,-0.03268
63.2,-0.03261
63.24,-0.03012
63.28,-0.02991
63.32,-0.02682
63.36,-0.01901
63.4,-0.01554
63.44,-0.00607
63.48,-0.00481
63.52,-0.01278
63.56,-0.01594
63.6,-0.03443
63.64,-0.04911
63.68,-0.04431
63.72,-0.0398
63.76,-0.03401
63.8,-0.02799
63.84,-0.02104
63.88,-0.01415
63.92,-0.01126
63.96,-0.01472
64.0,-0.02061
64.04,-0.01846
64.08,-0.01558
64.12,-0.01309
64.16,-0.01254
64.2,-0.01633
64.24,-0.02068
64.28,-0.02338
64.32,-0.02501
64.36,-0.03447
64.4,-0.04079
64.44,-0.042
64.48,-0.04556
64.52,-0.04374
64.56,-0.0437
64.6,-0.04646
64.64,-0.04837
64.68,-0.051
64.72,-0.05303
64.76,-0.05724
64.8,-0.059
64.84,-0.05882
64.88,-0.05865
64.92,-0.05743
64.96,-0.05674
65.0,-0.05259
65.04,-0.05116
65.08,-0.0514
65.12,-0.04788
65.16,-0.04714
65.2,-0.0463
65.24,-0.0475
65.28,-0.05172
65.32,-0.05342
65.36,-0.05514
65.4,-0.05388
65.44,-0.04849
65.48,-0.04541
65.52,-0.04396
65.56,-0.0395
65.6,-0.03222
65.64,-0.02231
65.68,-0.01116
65.72,-0.00014
65.76,0.00612
65.8,0.01512
65.84,0.01989
65.88,0.00556
65.92,-0.0031
65.96,-0.01834
66.0,-0.03192
66.04,-0.04007
66.08,-0.07832
66.12,-0.10069
66.16,-0.10393
66.2,-0.10531
66.24,-0.09976
66.28,-0.09921
66.32,-0.09251
66.36,-0.09191
66.4,-0.09229
66.44,-0.09119
66.48,-0.09067
66.52,-0.08742
66.56,-0.08794
66.6,-0.08499
66.64,-0.08463
66.68,-0.08201
66.72,-0.08116
66.76,-0.07687
66.8,-0.06736
66.84,-0.06262
66.88,-0.05733
66.92,-0.06694
66.96,-0.0865
67.0,-0.11618
67.04,-0.14473
67.08,-0.15699
67.12,-0.16841
67.16,-0.16741
67.2,-0.13911
67.24,-0.10018
67.28,-0.07412
67.32,-0.0376
67.36,0.00616
67.4,0.03971
67.44,0.05916
67.48,0.0464
67.52,0.03428
67.56,0.02479
67.6,0.012
67.64,0.00837
67.68,0.00443
67.72,0.00697
67.76,0.00802
67.8,0.00845
67.84,0.00786
67.88,0.00089
67.92,-0.00723
67.96,-0.02336
68.0,-0.03769
68.04,-0.0468
68.08,-0.05351
68.12,-0.05695
68.16,-0.06156
68.2,-0.05977
68.24,-0.05212
68.28,-0.03483
68.32,-0.00723
68.36,0.01798
68.4,0.03374
68.44,0.03691
68.48,0.0304
68.52,0.01481
68.56,0.00197
68.6,-0.00212
68.64,-0.00144
68.68,0.0009
68.72,-0.00435
68.76,-0.00724
68.8,-0.00537
68.84,-0.00505
68.88,-0.00045
68.92,0.00423
68.96,0.00758
69.0,0.01047
69.04,0.0088
69.08,0.00604
69.12,0.00438
69.16,0.00336
69.2,0.00627
69.24,0.01207
69.28,0.01676
69.32,0.01921
69.36,0.02186
69.4,0.026
69.44,0.02519
69.48,0.02384
69.52,0.02407
69.56,0.02011
69.6,0.01792
69.64,0.01072
69.68,-0.00594
69.72,-0.0161
69.76,-0.01199
69.8,-0.00588
69.84,-0.00172
69.88,0.00418
69.92,0.00662
69.96,0.00871
70.0,0.01351
70.04,0.02206
70.08,0.02538
70.12,0.02046
70.16,0.0192
70.2,0.0196
70.24,0.0193
70.28,0.01911
70.32,0.01796
70.36,0.01359
70.4,0.01106
70.44,0.00957
70.48,0.00614
70.52,0.00654
70.56,0.00732
70.6,0.01227
70.64,0.01492
70.68,0.01115
70.72,0.01047
70.76,0.00978
70.8,0.00821
70.84,0.00454
70.88,-0.00024
70.92,0.00065
70.96,0.00371
71.0,-0.00222
71.04,-0.00602
71.08,-0.00175
71.12,-0.00045
71.16,0.0044
71.2,0.00983
71.24,0.00666
71.28,-0.00012
71.32,-0.00327
71.36,-0.00644
71.4,-0.01049
71.44,-0.01096
71.48,-0.00937
71.52,-0.00676
71.56,-0.00617
71.6,-0.00528
71.64,-0.00643
71.68,-0.00815
71.72,-0.00909
71.76,-0.0126
71.8,-0.01414
71.84,-0.01765
71.88,-0.01866
71.92,-0.01543
71.96,-0.00888
72.0,-0.00096
72.04,-0.01379
72.08,-0.04184
72.12,-0.06089
72.16,-0.07412
72.2,-0.08304
72.24,-0.07972
72.28,-0.06384
72.32,-0.04438
72.36,-0.03275
72.4,-0.01627
72.44,0.00457
72.48,0.01021
72.52,0.0054
72.56,-0.00101
72.6,-0.00487
72.64,-0.00669
72.68,-0.00478
72.72,0.00163
72.76,0.00317
72.8,-0.00107
72.84,-0.00671
72.88,-0.00981
72.92,-0.00351
72.96,0.00551
73.0,0.00863
73.04,0.00844
73.08,0.00606
73.12,0.00138
73.16,-0.00912
73.2,-0.01225
73.24,-0.00985
73.28,-0.00578
73.32,0.00507
73.36,0.00943
73.4,0.01603
73.44,0.01835
73.48,0.02189
73.52,0.02988
73.56,0.03181
73.6,0.03348
73.64,0.03176
73.68,0.04519
73.72,0.06239
73.76,0.0642
73.8,0.05539
73.84,0.04589
73.88,0.03481
73.92,0.02173
73.96,-0.00117
74.0,-0.02875
74.04,-0.04078
74.08,-0.07816
74.12,-0.10294
74.16,-0.09893
74.2,-0.09847
74.24,-0.10696
74.28,-0.14355
74.32,-0.15748
74.36,-0.16717
74.4,-0.18278
74.44,-0.18558
74.48,-0.18738
74.52,-0.17586
74.56,-0.17011
74.6,-0.1637
74.64,-0.15714
74.68,-0.15385
74.72,-0.1492
74.76,-0.14598
74.8,-0.1438
74.84,-0.14186
74.88,-0.13845
74.92,-0.13601
74.96,-0.13105
75.0,-0.13364
75.04,-0.13289
75.08,-0.12529
75.12,-0.10719
75.16,-0.08722
75.2,-0.08225
75.24,-0.07125
75.28,-0.05833
75.32,-0.03954
75.36,-0.02236
75.4,-0.01477
75.44,0.00337
75.48,0.02275
75.52,0.03419
75.56,0.04192
75.6,0.05026
75.64,0.05697
75.68,0.06143
75.72,0.06408
75.76,0.06375
75.8,0.06447
75.84,0.06584
75.88,0.06674
75.92,0.06614
75.96,0.06599
76.0,0.06689
76.04,0.06462
76.08,0.06456
76.12,0.06646
76.16,0.06538
76.2,0.06347
76.24,0.05712
76.28,0.0479
76.32,0.03782
76.36,0.02912
76.4,0.02012
76.44,0.01247
76.48,0.00928
76.52,0.00309
76.56,-0.00029
76.6,-0.00262
76.64,-0.00035
76.68,0.00496
76.72,0.01071
76.76,0.02469
76.8,0.03124
76.84,0.03823
76.88,0.04965
76.92,0.05835
76.96,0.0661
77.0,0.06711
77.04,0.06788
77.08,0.06781
77.12,0.06868
77.16,0.06969
