timeFrame,upper_belt
60.0,0.26027
60.04,0.24462
60.08,0.23238
60.12,0.23036
60.16,0.22538
60.2,0.21851
60.24,0.2117
60.28,0.19851
60.32,0.18767
60.36,0.19142
60.4,0.18718
60.44,0.17888
60.48,0.1851
60.52,0.17341
60.56,0.1511
60.6,0.13018
60.64,0.11335
60.68,0.11089
60.72,0.10173
60.76,0.09374
60.8,0.0896
60.84,0.08813
60.88,0.08621
60.92,0.08276
60.96,0.08221
61.0,0.0697
61.04,0.06755
61.08,0.07346
61.12,0.06906
61.16,0.06542
61.2,0.05819
61.24,0.05009
61.28,0.04701
61.32,0.04065
61.36,0.03411
61.4,0.03142
61.44,0.03246
61.48,0.03096
61.52,0.02516
61.56,0.02715
61.6,0.01182
61.64,-0.00138
61.68,-0.00239
61.72,-0.02326
61.76,-0.03858
61.8,-0.05165
61.84,-0.05755
61.88,-0.06654
61.92,-0.07812
61.96,-0.0598
62.0,-0.04433
62.04,-0.03984
62.08,-0.03593
62.12,-0.03155
62.16,-0.02222
62.2,-0.01617
62.24,-0.0317
62.28,-0.04146
62.32,-0.03012
62.36,-0.03256
62.4,-0.02945
62.44,-0.0248
62.48,-0.02936
62.52,-0.03241
62.56,-0.03621
62.6,-0.03414
62.64,-0.03187
62.68,-0.02794
62.72,-0.02533
62.76,-0.02278
62.8,-0.02071
62.84,-0.01632
62.88,-0.013
62.92,-0.02095
62.96,-0.01715
63.0,-0.01375
63.04,-0.02961
63.08,-0.04541
63.12,-0.05557
63.16,-0.0651
63.2,-0.06831
63.24,-0.06608
63.28,-0.06881
63.32,-0.06853
63.36,-0.06665
63.4,-0.06536
63.44,-0.06221
63.48,-0.06152
63.52,-0.05251
63.56,-0.06
63.6,-0.09042
63.64,-0.12187
63.68,-0.16818
63.72,-0.22728
63.76,-0.30407
63.8,-0.37532
63.84,-0.40788
63.88,-0.42967
63.92,-0.44403
63.96,-0.43144
64.0,-0.39887
64.04,-0.36677
64.08,-0.34663
64.12,-0.33318
64.16,-0.31469
64.2,-0.30785
64.24,-0.31479
64.28,-0.30477
64.32,-0.31597
64.36,-0.34749
64.4,-0.35698
64.44,-0.37632
64.48,-0.38093
64.52,-0.36624
64.56,-0.37353
64.6,-0.37038
64.64,-0.35886
64.68,-0.35537
64.72,-0.34986
64.76,-0.34489
64.8,-0.34403
64.84,-0.33769
64.88,-0.34263
64.92,-0.37086
64.96,-0.36285
65.0,-0.35076
65.04,-0.36662
65.08,-0.35564
65.12,-0.35336
65.16,-0.37097
65.2,-0.36965
65.24,-0.3596
65.28,-0.35173
65.32,-0.34475
65.36,-0.33564
65.4,-0.32819
65.44,-0.31501
65.48,-0.30922
65.52,-0.3198
65.56,-0.31263
65.6,-0.30273
65.64,-0.30025
65.68,-0.29824
65.72,-0.30375
65.76,-0.3017
65.8,-0.2954
65.84,-0.29295
65.88,-0.2949
65.92,-0.29343
65.96,-0.28327
66.0,-0.27037
66.04,-0.26063
66.08,-0.24534
66.12,-0.23396
66.16,-0.23967
66.2,-0.23453
66.24,-0.22352
66.28,-0.2189
66.32,-0.21445
66.36,-0.21553
66.4,-0.21804
66.44,-0.21148
66.48,-0.20711
66.52,-0.20241
66.56,-0.19784
66.6,-0.19306
66.64,-0.1974
66.68,-0.23666
66.72,-0.2208
66.76,-0.13922
66.8,-0.03056
66.84,0.12101
66.88,0.24773
66.92,0.3406
66.96,0.41707
67.0,0.47488
67.04,0.51602
67.08,0.54334
67.12,0.55626
67.16,0.56613
67.2,0.59705
67.24,0.61133
67.28,0.61648
67.32,0.62233
67.36,0.60755
67.4,0.59289
67.44,0.58265
67.48,0.56793
67.52,0.55438
67.56,0.54219
67.6,0.52539
67.64,0.50922
67.68,0.49476
67.72,0.48348
67.76,0.4742
67.8,0.46806
67.84,0.45977
67.88,0.45295
67.92,0.45645
67.96,0.45003
68.0,0.43788
68.04,0.42565
68.08,0.40958
68.12,0.38982
68.16,0.36821
68.2,0.35043
68.24,0.33588
68.28,0.32609
68.32,0.31057
68.36,0.3002
68.4,0.29714
68.44,0.29063
68.48,0.2904
68.52,0.28511
68.56,0.27973
68.6,0.28677
68.64,0.28658
68.68,0.27772
68.72,0.26615
68.76,0.24237
68.8,0.23206
68.84,0.23441
68.88,0.22067
68.92,0.21208
68.96,0.20901
69.0,0.20368
69.04,0.20787
69.08,0.21079
69.12,0.19792
69.16,0.1925
69.2,0.19506
69.24,0.1697
69.28,0.14874
69.32,0.14133
69.36,0.12736
69.4,0.12201
69.44,0.11805
69.48,0.11551
69.52,0.11649
69.56,0.1146
69.6,0.11277
69.64,0.11016
69.68,0.10207
69.72,0.10166
69.76,0.10457
69.8,0.10058
69.84,0.09856
69.88,0.08489
69.92,0.06687
69.96,0.05817
70.0,0.05521
70.04,0.04674
70.08,0.04461
70.12,0.03358
70.16,-0.01282
70.2,-0.01695
70.24,0.01612
70.28,0.05416
70.32,0.11522
70.36,0.15448
70.4,0.18078
70.44,0.19975
70.48,0.2016
70.52,0.20174
70.56,0.20039
70.6,0.2052
70.64,0.20798
70.68,0.20643
70.72,0.20347
70.76,0.211
70.8,0.2178
70.84,0.20546
70.88,0.20421
70.92,0.20605
70.96,0.19797
71.0,0.19247
71.04,0.18452
71.08,0.17658
71.12,0.16941
71.16,0.16221
71.2,0.15542
71.24,0.15013
71.28,0.14755
71.32,0.14485
71.36,0.14079
71.4,0.1387
71.44,0.13478
71.48,0.1232
71.52,0.12213
71.56,0.1198
71.6,0.10908
71.64,0.10763
71.68,0.10125
71.72,0.09476
71.76,0.09301
71.8,0.09415
71.84,0.08857
71.88,0.07996
71.92,0.08471
71.96,0.08596
72.0,0.08587
72.04,0.0811
