1.164555	1.979743	IP
7.278467	7.831630	IM
15.954400	16.507563	IM
20.816415	21.456921	IM
31.064497	31.705002	IM
34.004998	34.499933	IM
48.474590	49.085981	IM
57.470775	58.023938	IM
66.728985	67.253034	IM
72.755555	73.396061	IM
84.866924	85.507430	IM
89.641599	90.078307	IM
93.222605	93.717540	IM
99.860566	100.413730	IM
104.722582	105.654226	IP
109.497257	109.933965	IM
113.136490	113.922564	IP
116.339016	117.416229	EIM
118.114961	118.609897	IM
126.761780	127.140260	IM
128.537726	129.003548	IM
132.933920	133.545311	IM
136.660495	137.126317	IM
142.279472	142.978204	IM
151.071860	151.799706	IM
157.564252	158.000960	IM
162.833862	163.590823	IM
169.762963	170.549037	IM
185.979387	186.590778	IM
192.617349	193.199626	IM
198.731261	199.197083	IM
205.718589	206.184411	IM
212.065413	212.851487	IP
219.780588	220.654004	IP
229.126139	229.795758	IM
239.053968	239.694473	IM
