1.248250	1.954497	IM
7.325257	7.785138	IM
14.979000	15.701672	IM
22.698442	23.880994	IP
28.282718	28.726175	IM
34.113360	34.688212	IM
41.487889	41.980620	IM
46.546587	47.170712	IM
54.233179	55.152943	IM
60.556551	61.032857	IM
66.847074	67.635443	IM
73.991664	74.829305	IM
79.707335	80.117943	IM
87.508898	88.527207	IM
98.316115	98.775997	IM
102.405776	103.062750	IM
108.581329	109.304000	IM
116.037981	116.711379	IM
124.562214	125.810465	IP
132.659415	133.365662	IM
141.200074	141.988442	IM
149.165880	149.790005	IM
157.476597	158.215692	IM
162.551719	163.356512	IP
163.980637	166.181499	EIP
171.995716	172.307778	IM
176.348167	176.923019	IM
183.032874	183.755545	IM
188.863516	189.356246	IM
196.435138	197.092111	IM
203.711122	204.302398	IM
211.102076	211.594806	IM
214.912523	215.750165	IM  
224.011609	224.997070	IM
231.993840	232.765784	IM
238.169392	238.908488	IP
