8.168679	8.532141	IM
13.802343	14.165806	IM
26.705252	26.996022	IM
32.236092	32.531836	IM
34.885958	35.229021	IM
36.045274	36.885187	EP
41.143900	41.569771	IM
43.391554	43.864745	IM
47.259885	47.815884	IM
50.974429	51.506769	IM
54.535187	55.386929	IM
63.998994	64.957204	IM
69.700937	70.777445	IM
72.256165	73.084248	IEP
76.420240	76.869771	IM
80.951038	81.317760	IM  
84.227881	84.677411	IM
87.481064	88.013403	IM
92.165649	92.709817	IM
94.791855	95.241386	IM
100.694904	101.262733	IM
105.746211	106.124764	IM
107.970206	108.632672	IM
112.784918	113.376406	IM
115.529422	116.428483	IP
119.989241	120.462431	IP
128.080795	128.707773	IM
136.527243	137.071412	IM
139.212598	139.768597	IM
144.571479	145.222116	IM
151.763972	152.284481	IM
157.312129	157.915446	IM
159.607102	160.423355	IM
163.842155	164.409984	IM
167.012531	167.580359	IM
175.825701	176.381699	IM
181.373858	181.953516	IM
185.999293	186.507973	IM
188.980392	189.500902	IM
195.285654	195.782503	IM
199.236793	199.639005	IM
203.578314	204.134313	IM
215.017691	215.419903	IM
218.815043	219.394701	IM
224.540646	224.871880	IM
226.729152	227.214172	IM
230.597483	230.928716	IM
232.987094	233.223689	IM
236.666149	237.174829	IM
