7.060734	7.608381	IM
16.155585	16.761908	IM
23.470583	24.018230	IM
28.184258	28.790582	IM
33.579222	33.957884	IM
34.873375	35.421021	IM  
41.953667	42.677343	IM
44.261608	44.750578	IM
47.914291	48.171240	IM
49.503371	49.972783	IM
54.627782	55.155870	IM
57.092193	57.659399	EM
58.500428	59.087193	EIM
60.769251	61.375574	IM
64.817927	65.502485	IM
67.614838	68.006014	IM
75.379689	76.025130	IM
80.269394	80.758364	IM
83.144540	83.692187	IM 
89.872774	90.439980	IM
92.982626	93.412920	IM
100.414978	101.021301	IM
102.918506	103.563947	IM
105.206888	106.145712	IM
114.614680	115.709974	EIP
120.736591	121.440708	IM
125.782766	126.545560	IM
133.606294	134.251735	IM
137.048646	137.654969	IM
142.505556	143.209674	IM
145.189902	145.974274	IM
150.058416	150.950977	IM
158.035259	158.974082	IM
159.606113	160.147058	EM
165.017757	165.663198	IM
167.912462	169.046874	IM
170.993025	171.615113	EM
172.156726	172.978197	IM 
178.298195	179.276136	IM
184.889517	185.495841	IM
191.969810	192.654369	IM
197.094221	197.661426	IM
200.732161	201.729661	IM
206.560689	207.284365	IM
210.609365	211.176570	IM
220.193186	220.936421	IM
230.578919	231.243919	IM
234.158183	234.842742	IM
239.458623	240.000000	IM
