1.077087	2.118272	IP
4.810991	5.277729	IM
13.427690	14.109846	IM
16.802565	17.341108	IM
21.075011	21.649458	IM
24.916623	25.634682	IM
34.000061	34.538605	IM
36.944100	37.231324	IM
44.914547	45.919829	IM
47.714975	48.468936	EM
50.838529	51.341169	IM
54.931461	55.398199	IM
61.034957	61.250374	IM
64.804763	65.343307	IM
66.851229	67.641093	IM
71.860869	72.714307	IM
87.175338	87.744297	IM
89.451173	89.925305	IM
95.377825	95.757131	IM
102.726874	103.580311	IM
104.338923	105.002708	EM
110.739707	111.308666	IM
115.308943	115.877902	EM
119.908025	120.239918	IM
125.929504	126.451049	IM
130.765652	131.382024	IM
137.071610	137.498329	IM
144.515485	145.131857	IM
150.015418	150.679203	IM
157.980838	158.644623	IM
163.006639	163.812664	IM
172.441869	173.769439	IP
175.618555	177.846976	EIP
180.786596	181.450381	IM
187.614099	188.230471	IM
192.260594	192.876966	IM
198.329486	198.898444	IM
205.868187	206.437146	IM
208.855220	209.281939	IM
215.066351	215.493070	IM
220.945590	222.320573	IP
235.880753	236.449712	IM
239.010026	239.389331	IM
