4.394233	5.030240	IM
9.655748	10.580850	IM
19.340406	19.947504	IM
21.046062	21.624251	IM  
25.295748	25.989574	IM   
34.691311	35.009315	IM
37.264250	37.813529	IM
45.098705	45.503437	IM
49.406209	49.753122	IM
52.412790	53.077707	IM
57.385211	57.761034	IM
64.323473	64.843843	IM
67.821514	68.284065	IM
74.991052	75.453602	IM
79.674379	80.223658	IM
84.588981	84.964804	IM
87.653380	88.173750	IM
90.197410	90.804508	IM
96.557484	97.453676	EIM
99.535154	100.026615	IM
100.954690	101.547400	IM
102.727372	103.453532	EM
105.976561	106.504612	IM
111.009208	111.688131	IM
115.061190	115.427592	IM
117.162616	118.035517	EIM
122.400018	122.906516	IM
125.867657	127.610440	EM
128.707748	129.353223	IM
131.915709	132.626961	IM
140.858818	141.472019	EM
147.272288	147.875775	IM
149.513810	150.106520	IM
152.316002	153.235804	EM
158.261452	158.675367	IM
163.063163	163.514996	IM
166.284090	166.698005	IM
169.856790	170.550675	IM
174.488074	174.843085	IM
175.633792	176.339779	EIM
177.037701	178.494570	EIM
188.802652	189.677534	IM
196.379755	196.785950	IM
202.953529	204.425544	EIM
206.284668	206.878338	IM
207.455718	208.359383	EM
211.127765	211.674566	IM
212.700204	213.184310	EM
214.288956	214.769764	IM
218.606301	220.058621	EIM
223.544186	224.512399	EIM
235.888899	236.582785	IM
