8.360936	8.959560	IM
17.974140	18.572764	IM
21.284181	21.706739	IM
27.939476	28.573314	IM
35.263822	35.756807	IM
39.278127	39.841538	IM
44.755979	45.918014	IM
53.700132	54.580462	IM
62.573859	63.102057	IM
68.419250	68.982661	IM
70.426403	70.954601	IM
78.912784	79.511408	IM
82.081972	82.574957	IM
86.870968	87.540018	IM
89.265465	90.850059	IM
99.688573	100.428050	IM
104.547995	105.674817	IM
107.576330	108.351020	IM
117.647305	118.492422	IM
119.689671	120.464362	IEM
126.168900	127.014017	IM
132.929835	133.352393	IM
140.395033	140.782379	IM
142.648678	143.282516	IM
153.459131	154.198608	IM
159.234096	159.867934	IM
166.206310	166.875361	IM
170.185402	170.678387	IM
177.685814	178.319651	IM
180.855002	181.453626	IM
187.158165	187.615936	IM
191.771094	192.264079	IM
199.553212	200.222262	IM
207.440969	207.933954	IM
218.110569	218.603554	IM
219.483884	220.012082	IM
227.794199	228.181544	IM
230.611255	231.174666	IM
